"Product Identifier"|"Product Name"|"Product Price"|"Product Images"|"Product Video"|"Product PDF"|"Product Features"|"Dates of Reviews"
sp4274|"Bilstein® - 5160 Series Shock Absorbers"|"$188.69 - $211.24"|/images/bilstein/suspension-systems/25-197754.jpg,/images/bilstein/suspension-systems/25-176407.jpg,/images/bilstein/suspension-systems/25-177435.jpg,/images/bilstein/authorized-dealer.jpg|/images/bilstein/suspension-systems/video/5160-series-reservoir-shock-absorber_480p.mp4|/images/bilstein/info/pdf/5160-series-shocks-info.pdf,/images/bilstein/suspension-systems/pdf/shock-absorber-important.pdf,/images/bilstein/suspension-systems/pdf/how-to-measure-a-shock-product-information.pdf|"Bilstein's industry leading monotube design[:os:]Zinc finish with multi-layer unique Bilstein coating for extreme protection[:os:]Remote reservoir dramatically increases shock oil capacity for even greater heat dissipation and damping sensitivity[:os:]Special swivel banjo fittings allow for 360° of rotation[:os:]Vehicle specific reservoir mount kit included"|08-18-2015,02-03-2015,02-03-2015,01-07-2015,01-07-2015,10-31-2014
sp97673|"Rugged Ridge® - Suspension Body Lift Kit"|"$148.99 - $435.99"|/images/rugged-ridge/performance-lift-kits/18303-11.jpg,/images/rugged-ridge/performance-lift-kits/1-116.jpg,/images/rugged-ridge/performance-lift-kits/1-117.jpg,/images/rugged-ridge/performance-lift-kits/1-118.jpg,/images/rugged-ridge/performance-lift-kits/18303-10.jpg,/images/rugged-ridge/authorized-dealer.jpg,/images/rugged-ridge/info/rugged-ridge-banner.jpg|/images/rugged-ridge/suspension-parts/video/18003-50-18003-51_480p.mp4|/images/rugged-ridge/info/2014-jk-catalog.pdf,/images/omix-ada/info/omix-ada-rebate-form.pdf|"Precision engineered for your vehicle[:os:]Tested to outperform all comparable products on the market[:os:]Made from premium materials to endure years of abuse[:os:]Improves your vehicle's handling[:os:]Designed for perfect fit and function"|empty
sp12298|"MaxTrac Suspension® - Lift Kit"|"$120.51 - $2,303.73"|/images/maxtrac-suspension/automotive-accessories/k880953.jpg,/images/maxtrac-suspension/automotive-accessories/k882242.jpg,/images/maxtrac-suspension/automotive-accessories/k882170b.jpg,/images/maxtrac-suspension/automotive-accessories/k882145.jpg,/images/maxtrac-suspension/automotive-accessories/k882262.jpg,/images/maxtrac-suspension/automotive-accessories/k886864b.jpg,/images/maxtrac-suspension/automotive-accessories/k882470.jpg,/images/maxtrac-suspension/automotive-accessories/k883532.jpg,/images/maxtrac-suspension/automotive-accessories/k886764.jpg,/images/maxtrac-suspension/automotive-accessories/k885364b.jpg,/images/maxtrac-suspension/automotive-accessories/kx880532.jpg,/images/maxtrac-suspension/authorized-dealer.jpg|/images/maxtrac-suspension/video/maxtrac-suspension-story_720p.mp4|/images/maxtrac-suspension/info/pdf/maxtrac-catalog.pdf,/images/maxtrac-suspension/info/pdf/catalog-2013-installation-instructions.pdf,/images/brands/made-in-usa.pdf|"Maintains your OEM ride quality while achieving maximum lift[:os:]Utilizes extended steering knuckles[:os:]Fast and simple installation process[:os:]No cutting, welding, or modification required[:os:]All mounting hardware is included[:os:]Backed by limited lifetime warranty[:os:]Made entirely in the USA"|09-10-2016,03-14-2016,09-11-2015,08-15-2015
sp49003|"Fabtech® - Sport II System Lift Kit"|"$614.70 - $1,732.36"|/images/fabtech/performance-lift-kits/fts24139.jpg,/images/fabtech/performance-lift-kits/k4048.jpg,/images/fabtech/authorized-dealer.jpg|/images/fabtech/info/videos/fabtech-2016-preview-sharpen-your-edge_1080p.mp4|/images/fabtech/info/pdfs/catalog.pdf,/images/brands/made-in-usa.pdf|"Designed to provide a smooth and comfortable ride[:os:]Built to enhance your off-road capabilities[:os:]Made from road-touch materials to survive the test of time[:os:]Perfectly installed for the first time"|empty
sp97583|"Ridetech® - Air Suspension System"|"$2,070.00 - $10,650.00"|/images/ridetech/products/11320199.jpg,/images/ridetech/performance-air-suspension/13080199.jpg,/images/ridetech/products/11250199.jpg,/images/ridetech/products/11500299.jpg,/images/ridetech/products/11110299.jpg,/images/ridetech/products/11150199.jpg,/images/ridetech/products/12010199.jpg,/images/ridetech/products/12060199.jpg,/images/ridetech/products/12270299.jpg,/images/ridetech/authorized-dealer.jpg|empty|/images/ridetech/pdf/catalog.pdf,/images/brands/made-in-usa.pdf|"Adjustable ride height[:os:]Variable spring rate[:os:]Improved ride quality"|05-29-2017
sp10182|"Whiteline® - Heavy Duty Blade Sway Bar"|"$179.82 - $593.82"|/images/whiteline/suspension-systems/bhf91z.jpg,/images/whiteline/suspension-systems/bsr53z.jpg,/images/whiteline/suspension-systems/bsf45xz.jpg,/images/whiteline/suspension-systems/bsr20xz.jpg,/images/whiteline/suspension-systems/bsr19xxz.jpg,/images/whiteline/suspension-systems/bsr53xz.jpg,/images/whiteline/suspension-systems/bsr54xz.jpg,/images/whiteline/suspension-systems/btf66x.jpg,/images/whiteline/suspension-systems/btr17z-2.jpg,/images/whiteline/suspension-systems/btf66x-2.jpg,/images/whiteline/suspension-systems/bsf41z-2.jpg,/images/whiteline/suspension-systems/bfr66xz-2.jpg,/images/whiteline/authorized-dealer.jpg|/images/whiteline/info/video/activate-more-grip_720p.mp4|/images/whiteline/info/pdf/sway-bar-coversion-chart.pdf|"Precision engineered for your vehicle[:os:]Tested to outperform all comparable products on the market[:os:]Made from premium materials to endure years of abuse[:os:]Improves your vehicle's handling[:os:]Designed for perfect fit and function"|05-19-2017,10-22-2014
sp109553|"Whiteline® - Sway Bar"|"$164.92 - $242.82"|/images/whiteline/suspension-systems/btr17z.jpg,/images/whiteline/suspension-systems/bnf42z.jpg,/images/whiteline/suspension-systems/bnf43z.jpg,/images/whiteline/suspension-systems/bnr26xz.jpg,/images/whiteline/suspension-systems/bnr11xz.jpg,/images/whiteline/suspension-systems/bnr11xxz.jpg,/images/whiteline/suspension-systems/bnf42z-3.jpg,/images/whiteline/suspension-systems/bnr20xz.jpg,/images/whiteline/suspension-systems/bnf42z-2.jpg,/images/whiteline/suspension-systems/btr17z-2.jpg,/images/whiteline/authorized-dealer.jpg|/images/whiteline/info/video/adjustable-sway-bar-development-insight_720p.mp4|/images/whiteline/info/pdf/sway-bar-coversion-chart.pdf|"Precision engineered for your vehicle[:os:]Tested to outperform all comparable products on the market[:os:]Made from premium materials to endure years of abuse[:os:]Improves your vehicle's handling[:os:]Designed for perfect fit and function"|empty
sp13341|"Rancho® - Loaded quickLIFT™ Complete Strut Assembly"|$216.26|/images/rancho/suspension-systems/rs999901.jpg,/images/rancho/info/images/loaded-quicklift-complete-strut-assembly.jpg,/images/rancho/authorized-dealer.jpg|empty|/images/rancho/info/catalog.pdf,/images/brands/made-in-usa.pdf|"Twin-Tube internal design[:os:]Easy to Install: Pre-assembled with coil spring and upper mount[:os:]Levels front suspension: Removes the factory rake[:os:]Clears up to 35-in. tires: Creates a custom look, increases ground clearance[:os:]9-position tuning technology: Easily adjust ride quality and performance[:os:]Liquid metallic finish: Premium long lasting finish[:os:]Limited Lifetime Warranty and 90-Day Free-Ride Offer: Guarantees your investment"|04-04-2015,11-01-2014
sp7044|"Skunk2® - Pro-S II™ Coilover Lowering Kit"|"$741.99 - $978.99"|/images/skunk2/suspension-systems/541-05-4730.jpg,/images/skunk2/suspension-systems/541-05-4750-6.jpg,/images/skunk2/suspension-systems/541-05-4717-8.jpg,/images/skunk2/suspension-systems/541-05-4735-11.jpg,/images/skunk2/suspension-systems/541-05-4750-4.jpg,/images/skunk2/suspension-systems/541-05-4740-5.jpg,/images/skunk2/suspension-systems/541-05-4725-6.jpg,/images/skunk2/suspension-systems/541-05-4750-9.jpg,/images/skunk2/suspension-systems/541-05-4750-2.jpg,/images/skunk2/suspension-systems/541-05-4740-3.jpg,/images/skunk2/suspension-systems/541-05-4750-7.jpg,/images/skunk2/suspension-systems/541-05-4750-12.jpg,/images/skunk2/suspension-systems/541-05-4735-9.jpg,/images/skunk2/suspension-systems/541-05-4750-10.jpg,/images/skunk2/suspension-systems/541-05-4750-11.jpg,/images/skunk2/authorized-dealer.jpg|empty|empty|"Designed to provide significant ride-height changes without sacrificing shock travel and ride comfort[:os:]Ideal for both daily driving and track performance[:os:]Offer ride-height adjustments as low as three inches for an aggressive and sporty appearance[:os:]Improve responsiveness, handling, cornering grip, and overall balance[:os:]Allow for height adjustments independent of spring preload[:os:]Factory pre-set, track- and street-tested shock valving[:os:]Micro-polished, mono-tube design and one-piece, forged shock bodies for responsibility and durability[:os:]Stainless steel pistons and precisely designed oversized shafts[:os:]Hard-anodized, CNC-machined, forged 6061-T6 aluminum spring perches[:os:]CNC-wound racing springs for a precise fit[:os:]Springs are made from SAE9254V spring steel for superior durability[:os:]Backed by a one-year warranty"|05-06-2015
sp938|"Daystar® - ComfortRide™ Lift Kit"|"$79.99 - $499.99"|/images/daystar/performance-lift-kits/kc09123bk.jpg,/images/daystar/performance-lift-kits/kc09133bk.jpg,/images/daystar/performance-lift-kits/kt09130bk.jpg,/images/daystar/performance-lift-kits/kt09114bk.jpg,/images/daystar/daystar-authorized-dealer.jpg|empty|/images/daystar/info/pdf/daystar-app-catalog.pdf,/images/brands/made-in-usa.pdf|"Polyurethane construction on all spacer pieces provides a cushioning effect and avoids noise, vibration, and harshness created by metal-to-metal contact[:os:]Longer U-bolts, shackles, and add-a-leafs may be included to raise height for applicable vehicles with leaf springs[:os:]Forged torsion keys are included to raise ride height for applicable vehicles with torsion bar suspension systems[:os:]Spacers bolt to the top of applicable factory strut assemblies so coil springs are not preloaded and ride quality is maintained[:os:]Replacement of existing factory springs, shock absorbers, or struts is not needed[:os:]All hardware needed for installation is included along with helpful instructions[:os:]Proudly manufactured in the United States[:os:]Limited lifetime warranty against manufacturing defects (not normal wear)"|09-15-2017,11-28-2014,12-31-2013,10-18-2013,09-04-2013,05-17-2013,04-17-2013,12-26-2012
sp8466|"ReadyLIFT® - MLS Lift Kit"|"$139.95 - $2,117.96"|/images/readylift/suspension-systems/44-3359.jpg,/images/readylift/suspension-systems/44-3057.jpg,/images/readylift/suspension-systems/44-3150.jpg,/images/readylift/suspension-systems/44-3050.jpg,/images/readylift/suspension-systems/44-2575-k.jpg,/images/readylift/suspension-systems/44-2475.jpg,/images/readylift/suspension-systems/26-3204.jpg,/images/readylift/suspension-systems/26-2105.jpg,/images/readylift/readylift-authorized-dealer.jpg|empty|/images/brands/made-in-usa.pdf|"Improved ride quality and handling[:os:]Easy bolt-on installation[:os:]Includes hardware and bushings[:os:]Direct replacement of OEM shock package"|12-15-2016
sp3822|"Unity® - Air Ditcher™ Air to Coil Conversion Kit"|"$39.97 - $650.00"|/images/unity-automotive/suspension-systems/68005c.jpg,/images/unity-automotive/suspension-systems/60001c.jpg,/images/unity-automotive/authorized-dealer.jpg|empty|/images/unity-automotive/info/catalog.pdf|"Low Cost Alternative to Air Suspension and Electronic Suspension[:os:]No Sacrifice of Ride Height or Quality[:os:]Save Time & Money[:os:]Regain the “New Car Feel”[:os:]Improve Handling[:os:]Improve Consistency of Carry Load[:os:]Reduce Your Vehicle Down Time"|04-26-2017,02-14-2017,01-08-2017,01-06-2017,12-16-2016,12-14-2016,09-29-2016,09-04-2016,08-27-2016,06-27-2016,05-18-2016,03-24-2016,03-17-2016,03-10-2016,02-17-2016,05-13-2015,12-04-2014,02-26-2014
sp110835|"Bilstein® - B8 Series Sport Monotube Rear Driver or Passenger Side Shock Absorber"|"$85.31 - $427.17"|/images/bilstein/suspension-systems/24-184588.jpg,/images/bilstein/suspension-systems/24-065115.jpg,/images/bilstein/suspension-systems/24-011785.jpg,/images/bilstein/authorized-dealer.jpg|/images/bilstein/suspension-systems/video/bilstein-b6-b8-series-product-spotlight_720p.mp4|https://www.carid.com/images/bilstein/suspension-systems/pdf/shock-absorber-important.pdf,https://www.carid.com/images/bilstein/suspension-systems/pdf/how-to-measure-a-shock-product-information.pdf|"Shortened high-performance shock absorbers for virtually every lowering spring set and series production sport vehicles[:os:]Marked improvement in safety and performance with additional spring changes (lowering)[:os:]Sporty approach with high level of comfort[:os:]Precision handling and optimised vehicle control[:os:]BILSTEIN gas pressure technology[:os:]BILSTEIN mono-tube/Upside-Down technology, made in Germany[:os:]Road-tested by BILSTEIN and fine-tuned"|empty
sp113539|"Fabtech® - 4 Link Suspension Lift Kit"|"$2,210.16 - $7,411.48"|/images/fabtech/performance-lift-kits/k2129m.jpg,/images/fabtech/performance-lift-kits/k2132m.jpg,/images/fabtech/authorized-dealer.jpg|/images/fabtech/info/videos/project-power-storm-burnout_720p.mp4|/images/fabtech/info/pdfs/catalog.pdf,/images/brands/made-in-usa.pdf|"Designed to provide a smooth and comfortable ride[:os:]Built to enhance your off-road capabilities[:os:]Made from road-touch materials to survive the test of time[:os:]Perfectly installed for the first time"|empty
sp7865|"Daystar® - ComfortRide™ Leveling Kit"|"$239.99 - $289.99"|/images/daystar/suspension-systems/kt09125bk.jpg,/images/daystar/suspension-systems/kg09110.jpg,/images/daystar/suspension-systems/kf09129bk.jpg,/images/daystar/suspension-systems/kf09049bk.jpg,/images/daystar/daystar-authorized-dealer.jpg|empty|/images/daystar/info/pdf/daystar-app-catalog.pdf,/images/brands/made-in-usa.pdf|"Polyurethane construction on all spacer pieces provides a cushioning effect and avoids noise, vibration, and harshness created by metal-to-metal contact[:os:]Longer U-bolt shackles and add-a-leafs may be included to raise height for applicable vehicles with leaf springs[:os:]Forged torsion keys are included to raise ride height for applicable vehicles with torsion bar suspension systems[:os:]Spacers bolt to the top of applicable factory strut assemblies so coil springs are not preloaded and ride quality is maintained[:os:]Replacement of existing factory springs, shock absorbers, or struts is not needed[:os:]All hardware needed for installation is included along with helpful instructions[:os:]Proudly manufactured in the United States[:os:]Limited lifetime warranty against manufacturing defects (not normal wear)"|03-29-2017,03-18-2017,08-13-2016,12-12-2013,12-05-2013,01-01-2013,12-27-2012
sp105020|"SuspensionMAXX® - PeforMAXX Body Lift Kit"|"$364.37 - $365.61"|/images/suspensionmaxx/performance-lift-kits/cmx-cc15.jpg,/images/suspensionmaxx/performance-lift-kits/cmx-cc15-3.jpg,/images/suspensionmaxx/authorized-dealer.jpg|empty|/images/brands/made-in-usa.pdf|"Provides room for larger wheels and tires[:os:]Doesn’t affect towing capability of factory rear hitch[:os:]Premium quality engineering and materials"|empty
sp21230|"Performance Accessories® - Body Lift Kit"|"$91.79 - $673.19"|/images/performance-accessories/products/10193.jpg,/images/performance-accessories/products/10213.jpg,/images/performance-accessories/products/10243.jpg,/images/performance-accessories/products/10293.jpg,/images/performance-accessories/products/10303.jpg,/images/performance-accessories/products/60123.jpg,/images/performance-accessories/products/60143.jpg,/images/performance-accessories/products/60173.jpg,/images/performance-accessories/products/60233.jpg,/images/performance-accessories/products/60243.jpg,/images/performance-accessories/products/70103.jpg,/images/performance-accessories/authorized-dealer.jpg|empty|/images/performance-accessories/products/pdf/product-catalog.pdf,/images/brands/made-in-usa.pdf|"Performance Accessories is the leading manufacturer of Body-Lifts[:os:]Body-Lifts maintain the factory ride[:os:]Can be used with OE wheels[:os:]Does not affect the vehicle's suspension geometry[:os:]Does not affect electronic stability controls[:os:]Does not affect the vehicle driveline[:os:]Body-Lifts are a fraction of the cost of a full-suspension lift[:os:]Can be completely removed if necessary[:os:]Allows Dealers/Jobbers the ability to sell a complete lift with wheels and tires[:os:]Made in the U.S.A."|empty
sp10064|"Tuff Country® - SX8000 Shock Absorbers"|"$38.00 - $57.70"|/images/tuff-country/performance-suspension-parts/61237.jpg,/images/tuff-country/performance-suspension-parts/sx8000-shock.jpg,/images/tuff-country/performance-suspension-parts/61182.jpg,/images/tuff-country/authorized-dealer.jpg|empty|/images/tuff-country/info/pdf/catalog.pdf,/images/brands/made-in-usa.pdf|"Ideal for lifted full size trucks & SUVs[:os:]Nitro gas charged to limit fading[:os:]Polyurethane bushings[:os:]Twin tube construction[:os:]Shock boots sold separately[:os:]Made in the USA"|12-02-2014,12-02-2014
sp3951|"Koni® - 8041 Race Lowering Shocks and Struts"|$292.25|/images/koni/suspension-systems/8041-1152race.jpg,/images/koni/info/images/shock-types.jpg,/images/koni/authorized-dealer.jpg,/images/koni/info/koni-banner.jpg|/images/koni/suspension-systems/video/externally-adjustment-twin-tube-shock_720p.mp4|/images/koni/suspension-systems/pdf/catalog.pdf,/images/koni/info/koni-rebate-form.pdf|"Twin-Tube internal design[:os:]Designed for high performance driving events, road racing or autocross[:os:]Shocks are externally adjustable in rebound damping and can be adjusted while on the car[:os:]Designed to work with the extreme high performance spring rates up to 1000 lbs"|empty
sp4322|"KYB® - AGX™ Shock and Strut"|"$64.32 - $157.93"|/images/kyb/suspension-parts/agx-series-strut.jpg,/images/kyb/suspension-systems/741012.jpg,/images/kyb/suspension-systems/741067.jpg,/images/kyb/suspension-systems/734013.jpg,/images/kyb/autorized-dealer.jpg|/images/kyb/suspension-parts/video/agx-adjustable-shocks-and-struts_480p.mp4|empty|"Replacement for an OE monotube shock to restore/keep the vehicle's original performance characteristics[:os:]Ideal as an upgrade from an OE twin-tube for quicker, more responsive handling and control[:os:]The more responsive monotube design automatically adjusts to driving conditions[:os:]Cushions the ride[:os:]Increases steering responsiveness by as much as 30%[:os:]No aeration or performance fade[:os:]Recommend replacement in pairs"|08-25-2015
